Date,Year_Month,Commodity,Unit,City,Price_PKR
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,National Average,277.38
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Islamabad,299.81
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Rawalpindi,288.35
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Gujranwala,260.0
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Sialkot,250.0
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Lahore,278.96
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Faisalabad,276.32
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Sargodha,303.22
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Multan,275.38
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Bahawalpur,254.95
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Karachi,290.89
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Hyderabad,272.48
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Sukkur,262.46
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Larkana,267.79
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Peshawar,268.74
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Bannu,277.47
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Quetta,299.76
2023-06-01,2023-06,Pulse Masoor (Washed),1 Kg,Khuzdar,296.63
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,National Average,269.75
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Islamabad,287.02
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Rawalpindi,270.48
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Gujranwala,238.81
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Sialkot,229.92
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Lahore,270.4
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Faisalabad,256.3
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Sargodha,280.0
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Multan,257.94
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Bahawalpur,254.95
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Karachi,287.34
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Hyderabad,267.77
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Sukkur,310.0
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Larkana,284.76
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Peshawar,252.87
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Bannu,235.64
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Quetta,307.44
2023-06-01,2023-06,Pulse Moong (Washed),1 Kg,Khuzdar,313.19
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,National Average,453.95
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Islamabad,478.92
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Rawalpindi,459.93
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Gujranwala,462.48
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Sialkot,466.15
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Lahore,460.36
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Faisalabad,446.57
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Sargodha,464.07
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Multan,482.18
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Bahawalpur,460.0
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Karachi,463.19
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Hyderabad,471.56
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Sukkur,439.55
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Larkana,480.0
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Peshawar,462.2
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Bannu,480.67
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Quetta,494.98
2023-06-01,2023-06,Pulse Mash (Washed),1 Kg,Khuzdar,289.83
2023-06-01,2023-06,Pulse Gram,1 Kg,National Average,243.96
2023-06-01,2023-06,Pulse Gram,1 Kg,Islamabad,268.79
2023-06-01,2023-06,Pulse Gram,1 Kg,Rawalpindi,257.87
2023-06-01,2023-06,Pulse Gram,1 Kg,Gujranwala,221.63
2023-06-01,2023-06,Pulse Gram,1 Kg,Sialkot,216.24
2023-06-01,2023-06,Pulse Gram,1 Kg,Lahore,229.4
2023-06-01,2023-06,Pulse Gram,1 Kg,Faisalabad,231.49
2023-06-01,2023-06,Pulse Gram,1 Kg,Sargodha,240.0
2023-06-01,2023-06,Pulse Gram,1 Kg,Multan,245.51
2023-06-01,2023-06,Pulse Gram,1 Kg,Bahawalpur,243.18
2023-06-01,2023-06,Pulse Gram,1 Kg,Karachi,256.24
2023-06-01,2023-06,Pulse Gram,1 Kg,Hyderabad,235.98
2023-06-01,2023-06,Pulse Gram,1 Kg,Sukkur,260.0
2023-06-01,2023-06,Pulse Gram,1 Kg,Larkana,240.0
2023-06-01,2023-06,Pulse Gram,1 Kg,Peshawar,242.71
2023-06-01,2023-06,Pulse Gram,1 Kg,Bannu,220.82
2023-06-01,2023-06,Pulse Gram,1 Kg,Quetta,274.97
2023-06-01,2023-06,Pulse Gram,1 Kg,Khuzdar,273.29
2023-06-01,2023-06,Potatoes,1 Kg,National Average,84.52
2023-06-01,2023-06,Potatoes,1 Kg,Islamabad,110.88
2023-06-01,2023-06,Potatoes,1 Kg,Rawalpindi,100.17
2023-06-01,2023-06,Potatoes,1 Kg,Gujranwala,86.18
2023-06-01,2023-06,Potatoes,1 Kg,Sialkot,77.96
2023-06-01,2023-06,Potatoes,1 Kg,Lahore,85.59
2023-06-01,2023-06,Potatoes,1 Kg,Faisalabad,78.72
2023-06-01,2023-06,Potatoes,1 Kg,Sargodha,86.79
2023-06-01,2023-06,Potatoes,1 Kg,Multan,84.07
2023-06-01,2023-06,Potatoes,1 Kg,Bahawalpur,110.02
2023-06-01,2023-06,Potatoes,1 Kg,Karachi,74.79
2023-06-01,2023-06,Potatoes,1 Kg,Hyderabad,72.95
2023-06-01,2023-06,Potatoes,1 Kg,Sukkur,74.83
2023-06-01,2023-06,Potatoes,1 Kg,Larkana,64.8
2023-06-01,2023-06,Potatoes,1 Kg,Peshawar,92.21
2023-06-01,2023-06,Potatoes,1 Kg,Bannu,97.16
2023-06-01,2023-06,Potatoes,1 Kg,Quetta,74.89
2023-06-01,2023-06,Potatoes,1 Kg,Khuzdar,80.0
2023-06-01,2023-06,Onions,1 Kg,National Average,60.67
2023-06-01,2023-06,Onions,1 Kg,Islamabad,75.81
2023-06-01,2023-06,Onions,1 Kg,Rawalpindi,70.33
2023-06-01,2023-06,Onions,1 Kg,Gujranwala,68.87
2023-06-01,2023-06,Onions,1 Kg,Sialkot,65.0
2023-06-01,2023-06,Onions,1 Kg,Lahore,73.58
2023-06-01,2023-06,Onions,1 Kg,Faisalabad,57.56
2023-06-01,2023-06,Onions,1 Kg,Sargodha,59.58
2023-06-01,2023-06,Onions,1 Kg,Multan,63.92
2023-06-01,2023-06,Onions,1 Kg,Bahawalpur,59.96
2023-06-01,2023-06,Onions,1 Kg,Karachi,59.78
2023-06-01,2023-06,Onions,1 Kg,Hyderabad,61.26
2023-06-01,2023-06,Onions,1 Kg,Sukkur,57.33
2023-06-01,2023-06,Onions,1 Kg,Larkana,50.59
2023-06-01,2023-06,Onions,1 Kg,Peshawar,57.55
2023-06-01,2023-06,Onions,1 Kg,Bannu,53.76
2023-06-01,2023-06,Onions,1 Kg,Quetta,54.85
2023-06-01,2023-06,Onions,1 Kg,Khuzdar,49.08
2023-06-01,2023-06,Tomatoes,1 Kg,National Average,51.94
2023-06-01,2023-06,Tomatoes,1 Kg,Islamabad,69.64
2023-06-01,2023-06,Tomatoes,1 Kg,Rawalpindi,60.55
2023-06-01,2023-06,Tomatoes,1 Kg,Gujranwala,51.02
2023-06-01,2023-06,Tomatoes,1 Kg,Sialkot,45.45
2023-06-01,2023-06,Tomatoes,1 Kg,Lahore,46.09
2023-06-01,2023-06,Tomatoes,1 Kg,Faisalabad,47.88
2023-06-01,2023-06,Tomatoes,1 Kg,Sargodha,48.4
2023-06-01,2023-06,Tomatoes,1 Kg,Multan,56.38
2023-06-01,2023-06,Tomatoes,1 Kg,Bahawalpur,49.64
2023-06-01,2023-06,Tomatoes,1 Kg,Karachi,69.87
2023-06-01,2023-06,Tomatoes,1 Kg,Hyderabad,66.0
2023-06-01,2023-06,Tomatoes,1 Kg,Sukkur,51.8
2023-06-01,2023-06,Tomatoes,1 Kg,Larkana,56.5
2023-06-01,2023-06,Tomatoes,1 Kg,Peshawar,38.36
2023-06-01,2023-06,Tomatoes,1 Kg,Bannu,37.02
2023-06-01,2023-06,Tomatoes,1 Kg,Quetta,54.38
2023-06-01,2023-06,Tomatoes,1 Kg,Khuzdar,47.88
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,National Average,274.8
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Islamabad,299.81
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Rawalpindi,286.92
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Gujranwala,260.0
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Sialkot,250.0
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Lahore,278.96
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Faisalabad,276.32
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Sargodha,294.96
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Multan,266.54
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Bahawalpur,256.62
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Karachi,278.37
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Hyderabad,269.64
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Sukkur,270.0
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Larkana,283.24
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Peshawar,267.75
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Bannu,266.59
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Quetta,274.97
2023-07-01,2023-07,Pulse Masoor (Washed),1 Kg,Khuzdar,296.63
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,National Average,263.26
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Islamabad,283.55
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Rawalpindi,267.2
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Gujranwala,244.95
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Sialkot,217.49
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Lahore,270.4
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Faisalabad,243.29
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Sargodha,280.0
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Multan,237.67
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Bahawalpur,243.18
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Karachi,266.43
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Hyderabad,266.31
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Sukkur,294.88
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Larkana,299.33
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Peshawar,239.08
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Bannu,235.74
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Quetta,294.97
2023-07-01,2023-07,Pulse Moong (Washed),1 Kg,Khuzdar,313.19
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,National Average,468.25
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Islamabad,483.03
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Rawalpindi,459.93
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Gujranwala,481.65
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Sialkot,484.97
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Lahore,489.9
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Faisalabad,486.58
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Sargodha,494.12
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Multan,481.02
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Bahawalpur,464.92
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Karachi,475.85
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Hyderabad,471.98
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Sukkur,460.0
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Larkana,480.0
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Peshawar,480.0
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Bannu,500.0
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Quetta,512.46
2023-07-01,2023-07,Pulse Mash (Washed),1 Kg,Khuzdar,300.0
2023-07-01,2023-07,Pulse Gram,1 Kg,National Average,240.48
2023-07-01,2023-07,Pulse Gram,1 Kg,Islamabad,268.81
2023-07-01,2023-07,Pulse Gram,1 Kg,Rawalpindi,257.87
2023-07-01,2023-07,Pulse Gram,1 Kg,Gujranwala,220.0
2023-07-01,2023-07,Pulse Gram,1 Kg,Sialkot,213.74
2023-07-01,2023-07,Pulse Gram,1 Kg,Lahore,217.93
2023-07-01,2023-07,Pulse Gram,1 Kg,Faisalabad,224.87
2023-07-01,2023-07,Pulse Gram,1 Kg,Sargodha,238.3
2023-07-01,2023-07,Pulse Gram,1 Kg,Multan,238.24
2023-07-01,2023-07,Pulse Gram,1 Kg,Bahawalpur,226.47
2023-07-01,2023-07,Pulse Gram,1 Kg,Karachi,247.34
2023-07-01,2023-07,Pulse Gram,1 Kg,Hyderabad,245.26
2023-07-01,2023-07,Pulse Gram,1 Kg,Sukkur,260.0
2023-07-01,2023-07,Pulse Gram,1 Kg,Larkana,244.95
2023-07-01,2023-07,Pulse Gram,1 Kg,Peshawar,240.82
2023-07-01,2023-07,Pulse Gram,1 Kg,Bannu,217.45
2023-07-01,2023-07,Pulse Gram,1 Kg,Quetta,264.97
2023-07-01,2023-07,Pulse Gram,1 Kg,Khuzdar,273.29
2023-07-01,2023-07,Potatoes,1 Kg,National Average,91.91
2023-07-01,2023-07,Potatoes,1 Kg,Islamabad,120.22
2023-07-01,2023-07,Potatoes,1 Kg,Rawalpindi,107.99
2023-07-01,2023-07,Potatoes,1 Kg,Gujranwala,90.79
2023-07-01,2023-07,Potatoes,1 Kg,Sialkot,93.22
2023-07-01,2023-07,Potatoes,1 Kg,Lahore,97.03
2023-07-01,2023-07,Potatoes,1 Kg,Faisalabad,87.88
2023-07-01,2023-07,Potatoes,1 Kg,Sargodha,80.0
2023-07-01,2023-07,Potatoes,1 Kg,Multan,98.84
2023-07-01,2023-07,Potatoes,1 Kg,Bahawalpur,100.0
2023-07-01,2023-07,Potatoes,1 Kg,Karachi,78.34
2023-07-01,2023-07,Potatoes,1 Kg,Hyderabad,79.27
2023-07-01,2023-07,Potatoes,1 Kg,Sukkur,80.0
2023-07-01,2023-07,Potatoes,1 Kg,Larkana,73.19
2023-07-01,2023-07,Potatoes,1 Kg,Peshawar,100.95
2023-07-01,2023-07,Potatoes,1 Kg,Bannu,103.32
2023-07-01,2023-07,Potatoes,1 Kg,Quetta,84.9
2023-07-01,2023-07,Potatoes,1 Kg,Khuzdar,100.0
2023-07-01,2023-07,Onions,1 Kg,National Average,58.97
2023-07-01,2023-07,Onions,1 Kg,Islamabad,76.18
2023-07-01,2023-07,Onions,1 Kg,Rawalpindi,74.48
2023-07-01,2023-07,Onions,1 Kg,Gujranwala,61.13
2023-07-01,2023-07,Onions,1 Kg,Sialkot,64.81
2023-07-01,2023-07,Onions,1 Kg,Lahore,64.25
2023-07-01,2023-07,Onions,1 Kg,Faisalabad,54.64
2023-07-01,2023-07,Onions,1 Kg,Sargodha,54.77
2023-07-01,2023-07,Onions,1 Kg,Multan,59.69
2023-07-01,2023-07,Onions,1 Kg,Bahawalpur,61.56
2023-07-01,2023-07,Onions,1 Kg,Karachi,59.33
2023-07-01,2023-07,Onions,1 Kg,Hyderabad,60.02
2023-07-01,2023-07,Onions,1 Kg,Sukkur,50.0
2023-07-01,2023-07,Onions,1 Kg,Larkana,52.65
2023-07-01,2023-07,Onions,1 Kg,Peshawar,59.05
2023-07-01,2023-07,Onions,1 Kg,Bannu,57.93
2023-07-01,2023-07,Onions,1 Kg,Quetta,49.58
2023-07-01,2023-07,Onions,1 Kg,Khuzdar,50.0
2023-07-01,2023-07,Tomatoes,1 Kg,National Average,90.53
2023-07-01,2023-07,Tomatoes,1 Kg,Islamabad,128.31
2023-07-01,2023-07,Tomatoes,1 Kg,Rawalpindi,114.92
2023-07-01,2023-07,Tomatoes,1 Kg,Gujranwala,105.55
2023-07-01,2023-07,Tomatoes,1 Kg,Sialkot,104.39
2023-07-01,2023-07,Tomatoes,1 Kg,Lahore,107.66
2023-07-01,2023-07,Tomatoes,1 Kg,Faisalabad,92.96
2023-07-01,2023-07,Tomatoes,1 Kg,Sargodha,92.94
2023-07-01,2023-07,Tomatoes,1 Kg,Multan,98.45
2023-07-01,2023-07,Tomatoes,1 Kg,Bahawalpur,98.98
2023-07-01,2023-07,Tomatoes,1 Kg,Karachi,90.86
2023-07-01,2023-07,Tomatoes,1 Kg,Hyderabad,86.9
2023-07-01,2023-07,Tomatoes,1 Kg,Sukkur,78.72
2023-07-01,2023-07,Tomatoes,1 Kg,Larkana,86.45
2023-07-01,2023-07,Tomatoes,1 Kg,Peshawar,85.59
2023-07-01,2023-07,Tomatoes,1 Kg,Bannu,83.45
2023-07-01,2023-07,Tomatoes,1 Kg,Quetta,54.85
2023-07-01,2023-07,Tomatoes,1 Kg,Khuzdar,59.44
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,National Average,285.75
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Islamabad,305.02
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Rawalpindi,291.57
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Gujranwala,273.6
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Sialkot,266.45
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Lahore,287.24
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Faisalabad,306.52
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Sargodha,297.95
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Multan,280.25
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Bahawalpur,277.11
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Karachi,284.28
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Hyderabad,289.65
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Sukkur,270.0
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Larkana,296.03
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Peshawar,272.16
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Bannu,273.93
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Quetta,293.78
2023-08-01,2023-08,Pulse Masoor (Washed),1 Kg,Khuzdar,296.63
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,National Average,269.94
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Islamabad,290.57
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Rawalpindi,270.4
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Gujranwala,253.95
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Sialkot,223.88
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Lahore,270.4
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Faisalabad,256.5
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Sargodha,280.0
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Multan,247.62
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Bahawalpur,255.87
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Karachi,276.86
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Hyderabad,284.96
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Sukkur,290.0
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Larkana,298.27
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Peshawar,247.66
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Bannu,241.14
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Quetta,305.89
2023-08-01,2023-08,Pulse Moong (Washed),1 Kg,Khuzdar,313.19
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,National Average,499.57
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Islamabad,536.15
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Rawalpindi,511.01
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Gujranwala,520.94
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Sialkot,515.78
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Lahore,516.39
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Faisalabad,506.58
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Sargodha,525.22
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Multan,525.92
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Bahawalpur,496.96
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Karachi,507.02
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Hyderabad,493.21
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Sukkur,475.93
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Larkana,487.75
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Peshawar,510.75
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Bannu,503.94
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Quetta,522.96
2023-08-01,2023-08,Pulse Mash (Washed),1 Kg,Khuzdar,363.98
2023-08-01,2023-08,Pulse Gram,1 Kg,National Average,242.6
2023-08-01,2023-08,Pulse Gram,1 Kg,Islamabad,268.82
2023-08-01,2023-08,Pulse Gram,1 Kg,Rawalpindi,257.87
2023-08-01,2023-08,Pulse Gram,1 Kg,Gujranwala,220.0
2023-08-01,2023-08,Pulse Gram,1 Kg,Sialkot,215.0
2023-08-01,2023-08,Pulse Gram,1 Kg,Lahore,222.42
2023-08-01,2023-08,Pulse Gram,1 Kg,Faisalabad,229.17
2023-08-01,2023-08,Pulse Gram,1 Kg,Sargodha,238.64
2023-08-01,2023-08,Pulse Gram,1 Kg,Multan,242.8
2023-08-01,2023-08,Pulse Gram,1 Kg,Bahawalpur,241.94
2023-08-01,2023-08,Pulse Gram,1 Kg,Karachi,253.71
2023-08-01,2023-08,Pulse Gram,1 Kg,Hyderabad,246.9
2023-08-01,2023-08,Pulse Gram,1 Kg,Sukkur,260.0
2023-08-01,2023-08,Pulse Gram,1 Kg,Larkana,233.14
2023-08-01,2023-08,Pulse Gram,1 Kg,Peshawar,245.06
2023-08-01,2023-08,Pulse Gram,1 Kg,Bannu,217.25
2023-08-01,2023-08,Pulse Gram,1 Kg,Quetta,269.92
2023-08-01,2023-08,Pulse Gram,1 Kg,Khuzdar,273.29
2023-08-01,2023-08,Potatoes,1 Kg,National Average,95.08
2023-08-01,2023-08,Potatoes,1 Kg,Islamabad,126.08
2023-08-01,2023-08,Potatoes,1 Kg,Rawalpindi,113.89
2023-08-01,2023-08,Potatoes,1 Kg,Gujranwala,96.55
2023-08-01,2023-08,Potatoes,1 Kg,Sialkot,95.2
2023-08-01,2023-08,Potatoes,1 Kg,Lahore,96.16
2023-08-01,2023-08,Potatoes,1 Kg,Faisalabad,91.61
2023-08-01,2023-08,Potatoes,1 Kg,Sargodha,87.22
2023-08-01,2023-08,Potatoes,1 Kg,Multan,100.81
2023-08-01,2023-08,Potatoes,1 Kg,Bahawalpur,100.0
2023-08-01,2023-08,Potatoes,1 Kg,Karachi,81.49
2023-08-01,2023-08,Potatoes,1 Kg,Hyderabad,81.62
2023-08-01,2023-08,Potatoes,1 Kg,Sukkur,80.0
2023-08-01,2023-08,Potatoes,1 Kg,Larkana,76.58
2023-08-01,2023-08,Potatoes,1 Kg,Peshawar,101.71
2023-08-01,2023-08,Potatoes,1 Kg,Bannu,110.24
2023-08-01,2023-08,Potatoes,1 Kg,Quetta,90.77
2023-08-01,2023-08,Potatoes,1 Kg,Khuzdar,100.0
2023-08-01,2023-08,Onions,1 Kg,National Average,65.96
2023-08-01,2023-08,Onions,1 Kg,Islamabad,93.29
2023-08-01,2023-08,Onions,1 Kg,Rawalpindi,83.58
2023-08-01,2023-08,Onions,1 Kg,Gujranwala,69.46
2023-08-01,2023-08,Onions,1 Kg,Sialkot,69.41
2023-08-01,2023-08,Onions,1 Kg,Lahore,69.04
2023-08-01,2023-08,Onions,1 Kg,Faisalabad,65.05
2023-08-01,2023-08,Onions,1 Kg,Sargodha,66.35
2023-08-01,2023-08,Onions,1 Kg,Multan,65.75
2023-08-01,2023-08,Onions,1 Kg,Bahawalpur,71.9
2023-08-01,2023-08,Onions,1 Kg,Karachi,64.4
2023-08-01,2023-08,Onions,1 Kg,Hyderabad,61.02
2023-08-01,2023-08,Onions,1 Kg,Sukkur,60.0
2023-08-01,2023-08,Onions,1 Kg,Larkana,59.94
2023-08-01,2023-08,Onions,1 Kg,Peshawar,68.55
2023-08-01,2023-08,Onions,1 Kg,Bannu,60.11
2023-08-01,2023-08,Onions,1 Kg,Quetta,54.85
2023-08-01,2023-08,Onions,1 Kg,Khuzdar,50.0
2023-08-01,2023-08,Tomatoes,1 Kg,National Average,115.42
2023-08-01,2023-08,Tomatoes,1 Kg,Islamabad,132.69
2023-08-01,2023-08,Tomatoes,1 Kg,Rawalpindi,121.48
2023-08-01,2023-08,Tomatoes,1 Kg,Gujranwala,136.43
2023-08-01,2023-08,Tomatoes,1 Kg,Sialkot,119.55
2023-08-01,2023-08,Tomatoes,1 Kg,Lahore,121.65
2023-08-01,2023-08,Tomatoes,1 Kg,Faisalabad,116.85
2023-08-01,2023-08,Tomatoes,1 Kg,Sargodha,100.96
2023-08-01,2023-08,Tomatoes,1 Kg,Multan,120.38
2023-08-01,2023-08,Tomatoes,1 Kg,Bahawalpur,126.32
2023-08-01,2023-08,Tomatoes,1 Kg,Karachi,127.96
2023-08-01,2023-08,Tomatoes,1 Kg,Hyderabad,126.58
2023-08-01,2023-08,Tomatoes,1 Kg,Sukkur,115.86
2023-08-01,2023-08,Tomatoes,1 Kg,Larkana,111.71
2023-08-01,2023-08,Tomatoes,1 Kg,Peshawar,98.71
2023-08-01,2023-08,Tomatoes,1 Kg,Bannu,90.15
2023-08-01,2023-08,Tomatoes,1 Kg,Quetta,93.87
2023-08-01,2023-08,Tomatoes,1 Kg,Khuzdar,114.0
2023-09-01,2023-09,Pulse Masoor (Washed),1 Kg,National Average,337.54
